Date,Sample,AZ addition time (min),Position,N1,N2,dNk,NEBD time,Mps1i addition time,Mps1i time - NEBD time,anaphase onset time,anaphase onset time - Mps1i addition time,anaphase onset time - NEBD time
20230911,2,Mps1i added,2,47,45,2,1,3,2,,,
20230911,2,Mps1i added,5,46,46,0,1,3,2,,,
20230911,2,Mps1i added,8,43,49,6,2,3,1,,,
20230911,3,Mps1i added,2,36,56,20,1,1,0,,,
20230911,3,Mps1i added,5,43,49,6,0,1,1,,,
20230911,3,Mps1i added,8,44,48,4,0,1,1,,,
20230911,4,Mps1i added,0,45,47,2,-1,4,5,,,
20230911,4,Mps1i added,1,45,47,2,1,4,3,,,
20230911,4,Mps1i added,3,46,46,0,0,4,4,,,
20230911,4,Mps1i added,6,45,47,2,-1,4,5,,,
20230911,4,Mps1i added,9,45,47,2,1,4,3,,,
20230911,4,Mps1i added,13,51,41,10,2,4,2,,,
20230911,4,Mps1i added,16,44,48,4,1,4,3,,,
20230911,4,Mps1i added,17,43,49,6,4,4,0,,,
20230911,5,Mps1i added,5,49,43,6,0,3,3,,,
20230911,5,Mps1i added,6,45,47,2,-1,3,4,,,
20230911,5,Mps1i added,13,41,51,10,2,3,1,,,
20230911,5,Mps1i added,14,45,47,2,2,3,1,,,
20230911,5,Mps1i added,15,42,50,8,-1,3,4,,,
20230918,1,Mps1i added,13,52,40,12,3,6,3,,,
20230918,1,Mps1i added,14,,,0,,6,6,,,
20230918,1,Mps1i added,15,45,47,2,-2,6,8,,,
20230918,1,Mps1i added,16,48,44,4,4,6,2,,,
20230918,1,Mps1i added,17,48,44,4,-1,6,7,,,
20230918,1,Mps1i added,18,47,45,2,1,6,5,,,
20230918,2,Mps1i added,0,48,44,4,4,5,1,,,
20230918,2,Mps1i added,3,46,46,0,-1,5,6,,,
20230918,2,Mps1i added,4,48,44,4,3,5,2,,,
20230918,2,Mps1i added,5,45,47,2,2,5,3,,,
20230918,2,Mps1i added,6,46,46,0,0,5,5,,,
20230918,2,Mps1i added,8,48,44,4,4,5,1,,,
20230918,2,Mps1i added,9,41,51,10,2,5,3,,,
20230918,2,Mps1i added,10,47,45,2,2,5,3,,,
20230918,2,Mps1i added,11,46,46,0,-1,5,6,,,
20230918,2,Mps1i added,13,44,48,4,2,5,3,,,
20230918,2,Mps1i added,14,35,57,22,5,5,0,,,
20230918,2,Mps1i added,15,46,46,0,0,5,5,,,
20230918,2,Mps1i added,16,49,43,6,5,5,0,,,
20230918,2,Mps1i added,17,48,44,4,5,5,0,,,
20230918,2,Mps1i added,18,45,47,2,2,5,3,,,
20230918,2,Mps1i added,19,43,49,6,3,5,2,,,
20230918,3,Mps1i added,2,43,49,6,4,4,0,,,
20230918,3,Mps1i added,3,48,44,4,2,4,2,,,
20230918,3,Mps1i added,4,46,46,0,2,4,2,,,
20230918,3,Mps1i added,5,47,45,2,3,4,1,,,
20230918,3,Mps1i added,11,46,46,0,0,4,4,,,
20230918,3,Mps1i added,12,46,46,0,-1,4,5,,,
20230918,3,Mps1i added,14,45,47,2,-1,4,5,,,
20230918,3,Mps1i added,17,49,43,6,4,4,0,,,
20230918,3,Mps1i added,18,45,47,2,3,4,1,,,
20230918,3,Mps1i added,19,46,46,0,2,4,2,,,
20230918,4,Mps1i added,9,47,45,2,0,4,4,,,
20230918,4,Mps1i added,10,46,46,0,2,4,2,,,
20230918,4,Mps1i added,11,46,46,0,-1,4,5,,,
20230918,4,Mps1i added,14,46,46,0,1,4,3,,,
20230918,4,Mps1i added,16,47,45,2,1,4,3,,,
20230918,4,Mps1i added,18,46,46,0,4,4,0,,,
20230918,4,Mps1i added,19,46,46,0,-1,4,5,,,
